QSPRID	pKi_median_Label	pKi_median_Prediction	Fold
P08908_LIGANDS_nostereo_2881	9.4	8.88547	1.0
P08908_LIGANDS_nostereo_1398	8.68	7.71146	1.0
P08908_LIGANDS_nostereo_2795	7.55	8.13556	1.0
P08908_LIGANDS_nostereo_1899	7.475	7.80934	1.0
P08908_LIGANDS_nostereo_1633	6.82	6.6278	1.0
P08908_LIGANDS_nostereo_2221	7.48	7.85267	1.0
P08908_LIGANDS_nostereo_0580	6.8	6.73146	1.0
P08908_LIGANDS_nostereo_3105	7.64	7.80391	1.0
P08908_LIGANDS_nostereo_2100	7.16	7.37609	1.0
P08908_LIGANDS_nostereo_0078	5.79	6.42354	1.0
P08908_LIGANDS_nostereo_0005	8.73	7.84761	1.0
P08908_LIGANDS_nostereo_0235	9.9	9.85743	1.0
P08908_LIGANDS_nostereo_2873	5.96	5.91018	1.0
P08908_LIGANDS_nostereo_1668	7.0	6.42095	1.0
P08908_LIGANDS_nostereo_2052	8.9	9.57656	1.0
P08908_LIGANDS_nostereo_1827	7.51	7.72431	1.0
P08908_LIGANDS_nostereo_1360	8.0	8.43451	1.0
P08908_LIGANDS_nostereo_1600	8.2	7.80249	1.0
P08908_LIGANDS_nostereo_2366	8.09	7.723	1.0
P08908_LIGANDS_nostereo_2811	9.5	8.46047	1.0
P08908_LIGANDS_nostereo_2279	7.89	7.75742	1.0
P08908_LIGANDS_nostereo_2661	7.34	8.15641	1.0
P08908_LIGANDS_nostereo_2157	5.97	6.3877	1.0
P08908_LIGANDS_nostereo_1840	6.0	6.24574	1.0
P08908_LIGANDS_nostereo_0962	5.78	5.59797	1.0
P08908_LIGANDS_nostereo_1391	9.0	8.36822	1.0
P08908_LIGANDS_nostereo_2540	5.56	6.07777	1.0
P08908_LIGANDS_nostereo_0375	9.0	8.17359	1.0
P08908_LIGANDS_nostereo_0312	8.52	8.21146	1.0
P08908_LIGANDS_nostereo_0651	10.8	10.46994	1.0
P08908_LIGANDS_nostereo_2136	10.4	7.9438	1.0
P08908_LIGANDS_nostereo_1335	8.3	8.03532	1.0
P08908_LIGANDS_nostereo_1096	7.57	7.00452	1.0
P08908_LIGANDS_nostereo_1193	6.88	7.4371	1.0
P08908_LIGANDS_nostereo_2687	8.67	8.72921	1.0
P08908_LIGANDS_nostereo_0700	5.56	5.79791	1.0
P08908_LIGANDS_nostereo_2242	6.56	8.48057	1.0
P08908_LIGANDS_nostereo_0044	8.05	7.88413	1.0
P08908_LIGANDS_nostereo_1532	7.77	8.11318	1.0
P08908_LIGANDS_nostereo_2719	9.22	9.05368	1.0
P08908_LIGANDS_nostereo_0832	6.91	6.81936	1.0
P08908_LIGANDS_nostereo_0562	6.4	7.70796	1.0
P08908_LIGANDS_nostereo_1066	8.8	7.98455	1.0
P08908_LIGANDS_nostereo_1415	5.98	6.87881	1.0
P08908_LIGANDS_nostereo_0449	8.54	8.16849	1.0
P08908_LIGANDS_nostereo_2206	8.13	8.53483	1.0
P08908_LIGANDS_nostereo_0401	8.12	7.81961	1.0
P08908_LIGANDS_nostereo_2974	7.465	7.31674	1.0
P08908_LIGANDS_nostereo_0276	9.1	9.09694	1.0
P08908_LIGANDS_nostereo_2288	7.07	7.26744	1.0
P08908_LIGANDS_nostereo_1976	6.5	6.45876	1.0
P08908_LIGANDS_nostereo_0086	7.8	7.99311	1.0
P08908_LIGANDS_nostereo_0418	6.68	8.46582	1.0
P08908_LIGANDS_nostereo_2777	6.5	5.84332	1.0
P08908_LIGANDS_nostereo_1293	8.86	8.79908	1.0
P08908_LIGANDS_nostereo_2280	6.92	6.69736	1.0
P08908_LIGANDS_nostereo_3063	9.3	9.08481	1.0
P08908_LIGANDS_nostereo_0738	7.4	7.51073	1.0
P08908_LIGANDS_nostereo_2656	7.6	7.6748	1.0
P08908_LIGANDS_nostereo_0042	7.04	7.15118	1.0
P08908_LIGANDS_nostereo_2869	7.13	6.54427	1.0
P08908_LIGANDS_nostereo_1410	8.05	6.5629	1.0
P08908_LIGANDS_nostereo_0486	6.91	6.86706	1.0
P08908_LIGANDS_nostereo_1303	7.6	7.35841	1.0
P08908_LIGANDS_nostereo_3179	8.015	7.43584	1.0
P08908_LIGANDS_nostereo_0083	6.48	6.6591	1.0
P08908_LIGANDS_nostereo_0852	7.72	7.43039	1.0
P08908_LIGANDS_nostereo_3001	6.91	7.13932	1.0
P08908_LIGANDS_nostereo_2828	7.58	7.41115	1.0
P08908_LIGANDS_nostereo_1204	9.0	8.539	1.0
P08908_LIGANDS_nostereo_0529	8.3	8.69039	1.0
P08908_LIGANDS_nostereo_1746	8.8	8.7385	1.0
P08908_LIGANDS_nostereo_2745	7.43	7.74657	1.0
P08908_LIGANDS_nostereo_0242	7.62	7.14193	1.0
P08908_LIGANDS_nostereo_1114	8.3	8.33193	1.0
P08908_LIGANDS_nostereo_2725	6.08	5.98678	1.0
P08908_LIGANDS_nostereo_3360	6.11	6.36811	1.0
P08908_LIGANDS_nostereo_0409	8.97	8.51296	1.0
P08908_LIGANDS_nostereo_2888	7.39	6.41877	1.0
P08908_LIGANDS_nostereo_2328	5.37	5.52164	1.0
P08908_LIGANDS_nostereo_1967	6.93	6.19432	1.0
P08908_LIGANDS_nostereo_0427	7.18	7.32457	1.0
P08908_LIGANDS_nostereo_2762	7.2	7.78546	1.0
P08908_LIGANDS_nostereo_3356	7.75	7.80566	1.0
P08908_LIGANDS_nostereo_1499	8.1	8.75746	1.0
P08908_LIGANDS_nostereo_2294	7.16	6.9225	1.0
P08908_LIGANDS_nostereo_2396	7.0	7.76676	1.0
P08908_LIGANDS_nostereo_1848	7.28	6.19569	1.0
P08908_LIGANDS_nostereo_1700	8.81	8.77772	1.0
P08908_LIGANDS_nostereo_2354	7.3	7.45612	1.0
P08908_LIGANDS_nostereo_2225	6.565	6.32431	1.0
P08908_LIGANDS_nostereo_1043	7.68	7.30336	1.0
P08908_LIGANDS_nostereo_1529	7.66	7.86783	1.0
P08908_LIGANDS_nostereo_0733	8.89	8.48175	1.0
P08908_LIGANDS_nostereo_1059	9.11	9.19005	1.0
P08908_LIGANDS_nostereo_3206	7.53	7.75046	1.0
P08908_LIGANDS_nostereo_3171	8.14	8.26496	1.0
P08908_LIGANDS_nostereo_0869	5.8	6.4084	1.0
P08908_LIGANDS_nostereo_0684	7.34	7.35573	1.0
P08908_LIGANDS_nostereo_0917	7.05	7.20152	1.0
P08908_LIGANDS_nostereo_1175	7.12	7.18436	1.0
P08908_LIGANDS_nostereo_2284	7.12	7.75222	1.0
P08908_LIGANDS_nostereo_0597	6.595	7.31863	1.0
P08908_LIGANDS_nostereo_1893	6.77	6.79647	1.0
P08908_LIGANDS_nostereo_2667	6.31	6.38257	1.0
P08908_LIGANDS_nostereo_0020	7.36	7.64216	1.0
P08908_LIGANDS_nostereo_0543	6.42	6.1258	1.0
P08908_LIGANDS_nostereo_0964	8.17	8.80546	1.0
P08908_LIGANDS_nostereo_1468	7.32	7.54206	1.0
P08908_LIGANDS_nostereo_1752	6.99	7.71269	1.0
P08908_LIGANDS_nostereo_0133	7.985	6.95	1.0
P08908_LIGANDS_nostereo_3402	8.31	7.89959	1.0
P08908_LIGANDS_nostereo_2085	7.77	7.42671	1.0
P08908_LIGANDS_nostereo_0311	7.3	7.12634	1.0
P08908_LIGANDS_nostereo_3353	10.19	8.9988	1.0
P08908_LIGANDS_nostereo_3405	4.89	5.51886	1.0
P08908_LIGANDS_nostereo_0232	5.84	6.21952	1.0
P08908_LIGANDS_nostereo_1868	6.44	7.12937	1.0
P08908_LIGANDS_nostereo_0485	9.57	8.58236	1.0
P08908_LIGANDS_nostereo_1355	6.93	7.07933	1.0
P08908_LIGANDS_nostereo_2968	4.63	5.80246	1.0
P08908_LIGANDS_nostereo_3329	8.1	8.72804	1.0
P08908_LIGANDS_nostereo_1994	5.46	5.50569	1.0
P08908_LIGANDS_nostereo_3085	9.4	8.71242	1.0
P08908_LIGANDS_nostereo_1504	7.01	7.56862	1.0
P08908_LIGANDS_nostereo_1713	9.6	9.52179	1.0
P08908_LIGANDS_nostereo_0612	7.1	7.77486	1.0
P08908_LIGANDS_nostereo_2344	9.355	7.71182	1.0
P08908_LIGANDS_nostereo_3068	8.52	8.21693	1.0
P08908_LIGANDS_nostereo_2130	8.52	8.18794	1.0
P08908_LIGANDS_nostereo_0271	7.72	6.87337	1.0
P08908_LIGANDS_nostereo_2045	8.77	8.59716	1.0
P08908_LIGANDS_nostereo_3413	7.93	7.69934	1.0
P08908_LIGANDS_nostereo_3232	7.12	7.41424	1.0
P08908_LIGANDS_nostereo_2035	6.96	7.93125	1.0
P08908_LIGANDS_nostereo_1914	6.2	6.33456	1.0
P08908_LIGANDS_nostereo_3034	6.21	6.44978	1.0
P08908_LIGANDS_nostereo_1427	8.07	6.75784	1.0
P08908_LIGANDS_nostereo_3128	9.9	9.48657	1.0
P08908_LIGANDS_nostereo_0687	8.4	8.14977	1.0
P08908_LIGANDS_nostereo_0193	6.8	6.7144	1.0
P08908_LIGANDS_nostereo_2278	7.8	8.44881	1.0
P08908_LIGANDS_nostereo_2419	7.39	6.99746	1.0
P08908_LIGANDS_nostereo_3343	7.42	7.63733	1.0
P08908_LIGANDS_nostereo_2531	4.28	5.45777	1.0
P08908_LIGANDS_nostereo_0001	6.42	6.44842	1.0
P08908_LIGANDS_nostereo_3125	7.96	8.05226	1.0
P08908_LIGANDS_nostereo_1346	7.8	7.60383	1.0
P08908_LIGANDS_nostereo_1579	6.77	7.25366	1.0
P08908_LIGANDS_nostereo_0692	9.0	7.96534	1.0
P08908_LIGANDS_nostereo_2117	6.67	6.58493	1.0
P08908_LIGANDS_nostereo_2735	7.92	8.1554	1.0
P08908_LIGANDS_nostereo_1889	8.58	8.21025	1.0
P08908_LIGANDS_nostereo_1107	8.19	8.80465	1.0
P08908_LIGANDS_nostereo_0561	8.02	8.08658	1.0
P08908_LIGANDS_nostereo_1998	9.13	8.97603	1.0
P08908_LIGANDS_nostereo_0585	4.82	5.36472	1.0
P08908_LIGANDS_nostereo_0903	5.11	5.14574	1.0
P08908_LIGANDS_nostereo_2770	5.32	5.85476	1.0
P08908_LIGANDS_nostereo_2553	7.615	7.65054	1.0
P08908_LIGANDS_nostereo_3103	8.575	7.6697	1.0
P08908_LIGANDS_nostereo_1936	6.79	7.10644	1.0
P08908_LIGANDS_nostereo_2750	7.82	8.20915	1.0
P08908_LIGANDS_nostereo_1212	6.11	6.70006	1.0
P08908_LIGANDS_nostereo_0827	7.58	7.2223	1.0
P08908_LIGANDS_nostereo_2884	6.0	6.25159	1.0
P08908_LIGANDS_nostereo_1063	5.21	6.08702	1.0
P08908_LIGANDS_nostereo_1330	6.65	6.39818	1.0
P08908_LIGANDS_nostereo_2059	8.62	7.8782	1.0
P08908_LIGANDS_nostereo_0208	8.4	8.2271	1.0
P08908_LIGANDS_nostereo_0168	7.01	6.47363	1.0
P08908_LIGANDS_nostereo_3129	6.01	6.94676	1.0
P08908_LIGANDS_nostereo_2942	7.06	7.41546	1.0
P08908_LIGANDS_nostereo_1352	6.9	6.7045	1.0
P08908_LIGANDS_nostereo_3009	7.58	7.57626	1.0
P08908_LIGANDS_nostereo_1320	7.5	7.49368	1.0
P08908_LIGANDS_nostereo_0584	8.68	8.62224	1.0
P08908_LIGANDS_nostereo_1876	7.72	7.24901	1.0
P08908_LIGANDS_nostereo_1022	7.11	7.09378	1.0
P08908_LIGANDS_nostereo_0022	7.3	7.55354	1.0
P08908_LIGANDS_nostereo_2489	6.4	6.46743	1.0
P08908_LIGANDS_nostereo_3042	7.14	7.17917	1.0
P08908_LIGANDS_nostereo_0482	8.24	7.94729	1.0
P08908_LIGANDS_nostereo_3382	7.12	6.75913	2.0
P08908_LIGANDS_nostereo_1454	6.21	5.80803	2.0
P08908_LIGANDS_nostereo_1304	6.34	6.58135	2.0
P08908_LIGANDS_nostereo_0115	9.05	8.70492	2.0
P08908_LIGANDS_nostereo_0868	6.0	6.33921	2.0
P08908_LIGANDS_nostereo_2383	6.31	7.03905	2.0
P08908_LIGANDS_nostereo_0904	4.83	4.92756	2.0
P08908_LIGANDS_nostereo_3104	7.23	6.95228	2.0
P08908_LIGANDS_nostereo_1176	6.21	7.18673	2.0
P08908_LIGANDS_nostereo_0378	8.64	8.87876	2.0
P08908_LIGANDS_nostereo_0435	8.5	8.6664	2.0
P08908_LIGANDS_nostereo_0711	7.24	6.55155	2.0
P08908_LIGANDS_nostereo_0091	7.32	7.39287	2.0
P08908_LIGANDS_nostereo_1614	9.52	8.7449	2.0
P08908_LIGANDS_nostereo_1314	7.64	7.78188	2.0
P08908_LIGANDS_nostereo_1181	6.24	6.71957	2.0
P08908_LIGANDS_nostereo_1605	6.88	6.88699	2.0
P08908_LIGANDS_nostereo_0228	7.9	7.78007	2.0
P08908_LIGANDS_nostereo_3021	6.73	7.46912	2.0
P08908_LIGANDS_nostereo_0281	8.65	8.48709	2.0
P08908_LIGANDS_nostereo_0360	7.04	7.35004	2.0
P08908_LIGANDS_nostereo_1401	8.44	8.72952	2.0
P08908_LIGANDS_nostereo_1772	6.9	5.38155	2.0
P08908_LIGANDS_nostereo_2552	8.55	7.10096	2.0
P08908_LIGANDS_nostereo_2602	9.0	8.13215	2.0
P08908_LIGANDS_nostereo_1655	7.47	7.32216	2.0
P08908_LIGANDS_nostereo_0361	6.39	6.64916	2.0
P08908_LIGANDS_nostereo_0806	7.08	7.05786	2.0
P08908_LIGANDS_nostereo_2710	6.99	6.38482	2.0
P08908_LIGANDS_nostereo_1741	6.44	6.64087	2.0
P08908_LIGANDS_nostereo_3420	9.1	7.35208	2.0
P08908_LIGANDS_nostereo_1287	8.05	7.55596	2.0
P08908_LIGANDS_nostereo_2438	6.8	6.6596	2.0
P08908_LIGANDS_nostereo_0880	8.55	8.04025	2.0
P08908_LIGANDS_nostereo_1533	6.23	7.05438	2.0
P08908_LIGANDS_nostereo_1618	8.7	7.42785	2.0
P08908_LIGANDS_nostereo_1058	6.12	6.0958	2.0
P08908_LIGANDS_nostereo_0838	7.64	6.92864	2.0
P08908_LIGANDS_nostereo_3186	8.4	7.8319	2.0
P08908_LIGANDS_nostereo_2298	5.55	5.43377	2.0
P08908_LIGANDS_nostereo_1284	5.63	6.63292	2.0
P08908_LIGANDS_nostereo_1623	7.35	7.42949	2.0
P08908_LIGANDS_nostereo_1617	7.52	7.44139	2.0
P08908_LIGANDS_nostereo_2612	7.05	7.39052	2.0
P08908_LIGANDS_nostereo_3317	6.785	6.79647	2.0
P08908_LIGANDS_nostereo_2381	6.91	6.5993	2.0
P08908_LIGANDS_nostereo_1495	8.92	8.15506	2.0
P08908_LIGANDS_nostereo_0537	6.57	6.66414	2.0
P08908_LIGANDS_nostereo_0596	4.43	6.27492	2.0
P08908_LIGANDS_nostereo_0129	6.95	6.65932	2.0
P08908_LIGANDS_nostereo_0104	9.4	9.14812	2.0
P08908_LIGANDS_nostereo_0573	9.06	8.99868	2.0
P08908_LIGANDS_nostereo_2343	9.7	8.43605	2.0
P08908_LIGANDS_nostereo_0471	7.59	7.75142	2.0
P08908_LIGANDS_nostereo_1146	8.12	7.44967	2.0
P08908_LIGANDS_nostereo_3113	8.6	7.63634	2.0
P08908_LIGANDS_nostereo_0062	8.2	8.21904	2.0
P08908_LIGANDS_nostereo_2334	7.44	7.71396	2.0
P08908_LIGANDS_nostereo_2424	7.67	7.74694	2.0
P08908_LIGANDS_nostereo_0685	7.85	8.09581	2.0
P08908_LIGANDS_nostereo_0885	7.905	7.40983	2.0
P08908_LIGANDS_nostereo_2192	6.9	8.6938	2.0
P08908_LIGANDS_nostereo_3342	9.08	8.41205	2.0
P08908_LIGANDS_nostereo_2922	6.39	6.6072	2.0
P08908_LIGANDS_nostereo_1918	7.89	7.46994	2.0
P08908_LIGANDS_nostereo_1911	7.37	7.32685	2.0
P08908_LIGANDS_nostereo_2506	8.7	8.10134	2.0
P08908_LIGANDS_nostereo_2347	7.75	7.46018	2.0
P08908_LIGANDS_nostereo_1973	7.565	8.05187	2.0
P08908_LIGANDS_nostereo_2741	9.2	9.25633	2.0
P08908_LIGANDS_nostereo_0873	8.41	9.9466	2.0
P08908_LIGANDS_nostereo_0782	5.21	6.31658	2.0
P08908_LIGANDS_nostereo_2249	8.77	8.56973	2.0
P08908_LIGANDS_nostereo_1542	5.74	6.06936	2.0
P08908_LIGANDS_nostereo_1390	7.945	7.80309	2.0
P08908_LIGANDS_nostereo_0659	5.75	6.96036	2.0
P08908_LIGANDS_nostereo_1584	7.6	7.96682	2.0
P08908_LIGANDS_nostereo_0363	4.43	5.24933	2.0
P08908_LIGANDS_nostereo_0060	7.09	7.31047	2.0
P08908_LIGANDS_nostereo_2868	8.92	7.6833	2.0
P08908_LIGANDS_nostereo_3028	6.64	7.56284	2.0
P08908_LIGANDS_nostereo_2685	7.32	7.6775	2.0
P08908_LIGANDS_nostereo_1665	8.96	8.29821	2.0
P08908_LIGANDS_nostereo_1052	7.19	6.664	2.0
P08908_LIGANDS_nostereo_2283	6.58	7.11768	2.0
P08908_LIGANDS_nostereo_0455	7.89	7.5551	2.0
P08908_LIGANDS_nostereo_1149	9.3	8.16245	2.0
P08908_LIGANDS_nostereo_3246	7.2	7.58669	2.0
P08908_LIGANDS_nostereo_1592	7.28	7.53167	2.0
P08908_LIGANDS_nostereo_3101	9.05	8.63017	2.0
P08908_LIGANDS_nostereo_3281	9.0	7.77947	2.0
P08908_LIGANDS_nostereo_1645	6.93	6.40148	2.0
P08908_LIGANDS_nostereo_1573	5.97	7.01859	2.0
P08908_LIGANDS_nostereo_2325	6.65	6.1583	2.0
P08908_LIGANDS_nostereo_3075	7.51	7.62219	2.0
P08908_LIGANDS_nostereo_0745	7.54	6.85631	2.0
P08908_LIGANDS_nostereo_2570	5.78	6.22671	2.0
P08908_LIGANDS_nostereo_1458	7.38	7.00015	2.0
P08908_LIGANDS_nostereo_0515	6.89	6.66793	2.0
P08908_LIGANDS_nostereo_0352	6.78	6.9611	2.0
P08908_LIGANDS_nostereo_0313	6.7	6.70378	2.0
P08908_LIGANDS_nostereo_0693	5.34	5.47866	2.0
P08908_LIGANDS_nostereo_2187	8.66	8.52683	2.0
P08908_LIGANDS_nostereo_0088	8.96	8.95062	2.0
P08908_LIGANDS_nostereo_1008	8.21	8.04917	2.0
P08908_LIGANDS_nostereo_0881	7.675	7.26829	2.0
P08908_LIGANDS_nostereo_1471	6.47	6.20367	2.0
P08908_LIGANDS_nostereo_1966	5.04	5.74539	2.0
P08908_LIGANDS_nostereo_3421	7.91	7.61822	2.0
P08908_LIGANDS_nostereo_2751	7.59	8.19725	2.0
P08908_LIGANDS_nostereo_2555	5.18	5.4242	2.0
P08908_LIGANDS_nostereo_2199	8.22	7.9888	2.0
P08908_LIGANDS_nostereo_3100	8.05	7.79581	2.0
P08908_LIGANDS_nostereo_1033	8.96	8.50358	2.0
P08908_LIGANDS_nostereo_2241	6.85	6.57541	2.0
P08908_LIGANDS_nostereo_3233	8.375	8.31206	2.0
P08908_LIGANDS_nostereo_0506	8.6	9.51186	2.0
P08908_LIGANDS_nostereo_2521	5.3	5.52289	2.0
P08908_LIGANDS_nostereo_1877	8.49	7.99932	2.0
P08908_LIGANDS_nostereo_1015	6.94	6.79909	2.0
P08908_LIGANDS_nostereo_2030	7.0	7.10072	2.0
P08908_LIGANDS_nostereo_0162	6.06	7.33319	2.0
P08908_LIGANDS_nostereo_1728	6.8	6.97411	2.0
P08908_LIGANDS_nostereo_1362	7.36	7.94776	2.0
P08908_LIGANDS_nostereo_0598	9.08	9.48213	2.0
P08908_LIGANDS_nostereo_1354	6.25	6.8519	2.0
P08908_LIGANDS_nostereo_1675	7.28	8.52854	2.0
P08908_LIGANDS_nostereo_1381	8.0	7.60792	2.0
P08908_LIGANDS_nostereo_2529	6.89	6.07228	2.0
P08908_LIGANDS_nostereo_0310	8.14	7.40964	2.0
P08908_LIGANDS_nostereo_1669	7.56	7.65124	2.0
P08908_LIGANDS_nostereo_2822	5.76	5.85066	2.0
P08908_LIGANDS_nostereo_0237	7.63	7.29001	2.0
P08908_LIGANDS_nostereo_0521	7.4	7.77704	2.0
P08908_LIGANDS_nostereo_0386	6.58	6.77981	2.0
P08908_LIGANDS_nostereo_2413	9.235	9.40309	2.0
P08908_LIGANDS_nostereo_2153	10.3	8.94409	2.0
P08908_LIGANDS_nostereo_1313	8.49	7.26569	2.0
P08908_LIGANDS_nostereo_1811	8.92	8.18046	2.0
P08908_LIGANDS_nostereo_2503	7.89	7.84603	2.0
P08908_LIGANDS_nostereo_0158	7.0	7.46538	2.0
P08908_LIGANDS_nostereo_2180	7.03	7.23818	2.0
P08908_LIGANDS_nostereo_2196	8.53	8.96643	2.0
P08908_LIGANDS_nostereo_3290	7.27	6.60816	2.0
P08908_LIGANDS_nostereo_0318	9.21	9.76405	2.0
P08908_LIGANDS_nostereo_1611	6.165	6.51969	2.0
P08908_LIGANDS_nostereo_2720	8.6	7.49003	2.0
P08908_LIGANDS_nostereo_3386	6.14	6.99377	2.0
P08908_LIGANDS_nostereo_0533	7.2	7.37688	2.0
P08908_LIGANDS_nostereo_2376	6.715	6.62092	2.0
P08908_LIGANDS_nostereo_1557	8.85	8.23693	2.0
P08908_LIGANDS_nostereo_1145	5.88	6.392	2.0
P08908_LIGANDS_nostereo_2966	7.07	7.31878	2.0
P08908_LIGANDS_nostereo_3135	7.03	7.23841	2.0
P08908_LIGANDS_nostereo_3302	5.66	5.27454	2.0
P08908_LIGANDS_nostereo_2088	8.52	8.43558	2.0
P08908_LIGANDS_nostereo_0220	6.54	6.90942	2.0
P08908_LIGANDS_nostereo_2459	6.58	7.07811	2.0
P08908_LIGANDS_nostereo_1832	6.18	6.94458	2.0
P08908_LIGANDS_nostereo_1934	5.36	6.06227	2.0
P08908_LIGANDS_nostereo_0408	6.13	6.82678	2.0
P08908_LIGANDS_nostereo_0609	6.32	6.46845	2.0
P08908_LIGANDS_nostereo_0518	6.73	6.65021	2.0
P08908_LIGANDS_nostereo_3359	7.07	7.08571	2.0
P08908_LIGANDS_nostereo_1861	6.62	7.3894	2.0
P08908_LIGANDS_nostereo_1312	8.7	8.66201	2.0
P08908_LIGANDS_nostereo_0545	7.01	6.81723	2.0
P08908_LIGANDS_nostereo_1619	7.7	7.43034	2.0
P08908_LIGANDS_nostereo_0538	8.44	7.70964	2.0
P08908_LIGANDS_nostereo_3248	7.7	8.17258	2.0
P08908_LIGANDS_nostereo_2333	7.61	7.35259	2.0
P08908_LIGANDS_nostereo_1132	8.4	8.33824	2.0
P08908_LIGANDS_nostereo_1689	8.26	8.15528	2.0
P08908_LIGANDS_nostereo_2545	6.04	6.44028	2.0
P08908_LIGANDS_nostereo_1236	8.0	7.73107	2.0
P08908_LIGANDS_nostereo_2373	5.64	6.45519	2.0
P08908_LIGANDS_nostereo_1464	9.17	7.83666	2.0
P08908_LIGANDS_nostereo_3416	8.96	8.72868	2.0
P08908_LIGANDS_nostereo_2683	7.41	8.31941	2.0
P08908_LIGANDS_nostereo_2603	6.51	6.58903	2.0
P08908_LIGANDS_nostereo_2896	8.32	7.57801	2.0
P08908_LIGANDS_nostereo_2215	7.89	7.5713	2.0
P08908_LIGANDS_nostereo_1512	4.85	5.06222	2.0
P08908_LIGANDS_nostereo_1564	8.7	8.20476	2.0
P08908_LIGANDS_nostereo_3025	6.98	7.96698	2.0
P08908_LIGANDS_nostereo_0473	6.13	6.00413	2.0
P08908_LIGANDS_nostereo_0950	7.46	7.16154	2.0
P08908_LIGANDS_nostereo_1985	6.64	6.74549	2.0
P08908_LIGANDS_nostereo_0393	7.8	8.97091	2.0
P08908_LIGANDS_nostereo_3148	7.46	7.60882	2.0
P08908_LIGANDS_nostereo_0715	6.38	7.39608	2.0
P08908_LIGANDS_nostereo_0216	8.89	9.02672	2.0
P08908_LIGANDS_nostereo_2539	7.52	7.71976	2.0
P08908_LIGANDS_nostereo_2067	5.77	6.82268	2.0
P08908_LIGANDS_nostereo_0959	7.5	7.15382	2.0
P08908_LIGANDS_nostereo_0287	6.81	6.85602	2.0
P08908_LIGANDS_nostereo_1054	7.08	7.27419	2.0
P08908_LIGANDS_nostereo_0703	6.1	7.11097	2.0
P08908_LIGANDS_nostereo_0895	7.125	7.50624	2.0
P08908_LIGANDS_nostereo_0462	5.75	6.69209	2.0
P08908_LIGANDS_nostereo_3061	6.92	6.96985	2.0
P08908_LIGANDS_nostereo_1300	7.1	6.7823	2.0
P08908_LIGANDS_nostereo_0440	8.2	9.09078	2.0
P08908_LIGANDS_nostereo_2590	8.26	8.26289	2.0
P08908_LIGANDS_nostereo_1808	6.76	7.1996	2.0
P08908_LIGANDS_nostereo_1884	8.16	7.42017	2.0
P08908_LIGANDS_nostereo_3094	8.6	8.20049	2.0
P08908_LIGANDS_nostereo_1653	9.32	8.77727	2.0
P08908_LIGANDS_nostereo_3391	6.58	7.05111	2.0
P08908_LIGANDS_nostereo_0358	8.36	7.61455	2.0
P08908_LIGANDS_nostereo_1982	6.17	6.95132	2.0
P08908_LIGANDS_nostereo_2775	7.03	7.55703	2.0
P08908_LIGANDS_nostereo_1186	9.4	8.57675	2.0
P08908_LIGANDS_nostereo_2870	6.75	8.51981	2.0
P08908_LIGANDS_nostereo_3238	4.86	5.13611	2.0
P08908_LIGANDS_nostereo_1328	7.77	6.57555	2.0
P08908_LIGANDS_nostereo_1021	7.2	6.90973	2.0
P08908_LIGANDS_nostereo_3166	6.82	8.44969	2.0
P08908_LIGANDS_nostereo_2082	6.11	6.13941	2.0
P08908_LIGANDS_nostereo_0041	7.54	7.5609	2.0
P08908_LIGANDS_nostereo_1545	6.87	6.65008	2.0
P08908_LIGANDS_nostereo_1971	8.5	8.29784	2.0
P08908_LIGANDS_nostereo_2257	5.63	5.75616	2.0
P08908_LIGANDS_nostereo_0661	8.8	8.55126	2.0
P08908_LIGANDS_nostereo_1705	9.52	8.58946	2.0
P08908_LIGANDS_nostereo_1438	8.6	8.74162	2.0
P08908_LIGANDS_nostereo_2433	6.83	6.98019	2.0
P08908_LIGANDS_nostereo_3414	7.1	6.58603	2.0
P08908_LIGANDS_nostereo_2037	7.93	6.97935	2.0
P08908_LIGANDS_nostereo_2384	9.17	9.17542	2.0
P08908_LIGANDS_nostereo_3300	7.66	8.00831	2.0
P08908_LIGANDS_nostereo_2789	5.62	6.07768	2.0
P08908_LIGANDS_nostereo_2309	6.33	7.10759	2.0
P08908_LIGANDS_nostereo_3424	8.99	8.25364	2.0
P08908_LIGANDS_nostereo_1661	6.4	8.23506	2.0
P08908_LIGANDS_nostereo_3354	7.33	6.8532	2.0
P08908_LIGANDS_nostereo_1670	8.77	7.94868	2.0
P08908_LIGANDS_nostereo_0805	10.0	8.57309	2.0
P08908_LIGANDS_nostereo_3151	7.785	7.85427	2.0
P08908_LIGANDS_nostereo_1134	8.79	7.91714	2.0
P08908_LIGANDS_nostereo_2691	8.65	8.73843	2.0
P08908_LIGANDS_nostereo_1380	8.12	8.31789	2.0
P08908_LIGANDS_nostereo_2261	5.81	6.33113	2.0
P08908_LIGANDS_nostereo_1754	6.63	6.87648	2.0
P08908_LIGANDS_nostereo_1778	7.15	8.32368	2.0
P08908_LIGANDS_nostereo_0599	5.81	6.21677	2.0
P08908_LIGANDS_nostereo_0280	8.5	8.66349	2.0
P08908_LIGANDS_nostereo_0725	9.71	9.82568	2.0
P08908_LIGANDS_nostereo_0492	6.39	7.13606	2.0
P08908_LIGANDS_nostereo_1214	9.55	8.62854	2.0
P08908_LIGANDS_nostereo_0259	6.99	7.12856	2.0
P08908_LIGANDS_nostereo_1508	7.27	6.91635	2.0
P08908_LIGANDS_nostereo_3017	6.35	7.04282	2.0
